Declined	Declination	Number	Gender	Word	Translation	State	End	Case
badaczy	Genitive	Plural	Masculine	badacz	researcher	Personal	-S	-S
piosenkarzy	Genitive	Plural	Masculine	piosenkarz	singer	Personal	-S	-S
badacze	Nominative	Plural	Masculine	badacz	researcher	Personal	-S	-S
piosenkarze	Nominative	Plural	Masculine	piosenkarz	singer	Personal	-S	-S
posiadaczy	Genitive	Plural	Masculine	posiadacz	owner	Personal	-S	-S
pryszczy	Genitive	Plural	Masculine	pryszcz	pimple	Impersonal	-S	-S
smarkaczy	Genitive	Plural	Masculine	smarkacz	stripling	Personal	-S	-S
tłumaczy	Genitive	Plural	Masculine	tłumacz	translator	Personal	-S	-S
posiadacze	Nominative	Plural	Masculine	posiadacz	owner	Personal	-S	-S
pryszcze	Nominative	Plural	Masculine	pryszcz	pimple	Impersonal	-S	-S
smarkacze	Nominative	Plural	Masculine	smarkacz	stripling		-S	-S
śmierdziele	Nominative	Plural	Masculine	śmierdziel	skunk	Impersonal	-S	-S
tłumacze	Nominative	Plural	Masculine	tłumacz	translator	Personal	-S	-S
rodzaje	Nominative	Plural	Masculine	rodzaj	type	Impersonal	-Ś	-Ś
idiotach	Locative	Plural	Masculine	idiota	idiot	Personal	-a	-V: *
portom	Dative	Plural	Masculine	port	port	Impersonal	-C	*
portów	Genitive	Plural	Masculine	port	port	Impersonal	-C	*
portami	Instrumental	Plural	Masculine	port	port	Impersonal	-C	*
portach	Locative	Plural	Masculine	port	port	Impersonal	-C	*
graczom	Dative	Plural	Masculine	gracz	player		-S	*
graczami	Instrumental	Plural	Masculine	gracz	player		-S	*
graczach	Locative	Plural	Masculine	gracz	player		-S	*
obiektom	Dative	Plural	Masculine	obiekt	object	Impersonal	-C	*
obiektów	Genitive	Plural	Masculine	obiekt	object	Impersonal	-C	*
obiektami	Instrumental	Plural	Masculine	obiekt	object	Impersonal	-C	*
obiektach	Locative	Plural	Masculine	obiekt	object	Impersonal	-C	*
geniuszom	Dative	Plural	Masculine	geniusz	genius		-S	*
odkurzaczom	Dative	Plural	Masculine	odkurzacz	vacuum cleaner		-S	*
geniuszami	Instrumental	Plural	Masculine	geniusz	genius		-S	*
odkurzaczami	Instrumental	Plural	Masculine	odkurzacz	vacuum cleaner		-S	*
geniuszach	Locative	Plural	Masculine	geniusz	genius		-S	*
odkurzaczach	Locative	Plural	Masculine	odkurzacz	vacuum cleaner		-S	*
rozmiarom	Dative	Plural	Masculine	rozmiar	size	Impersonal	-C	*
rozmiarów	Genitive	Plural	Masculine	rozmiar	size	Impersonal	-C	*
rozmiarami	Instrumental	Plural	Masculine	rozmiar	size	Impersonal	-C	*
rozmiarach	Locative	Plural	Masculine	rozmiar	size	Impersonal	-C	*
silnikom	Dative	Plural	Masculine	silnik	engine	Impersonal	-C	*
silników	Genitive	Plural	Masculine	silnik	engine	Impersonal	-C	*
silnikami	Instrumental	Plural	Masculine	silnik	engine	Impersonal	-C	*
silnikach	Locative	Plural	Masculine	silnik	engine	Impersonal	-C	*
meczom	Dative	Plural	Masculine	mecz	match		-S	*
meczami	Instrumental	Plural	Masculine	mecz	match		-S	*
meczach	Locative	Plural	Masculine	mecz	match		-S	*
otworom	Dative	Plural	Masculine	otwór	hole	Impersonal	-C	*
otworów	Genitive	Plural	Masculine	otwór	hole	Impersonal	-C	*
otworami	Instrumental	Plural	Masculine	otwór	hole	Impersonal	-C	*
otworach	Locative	Plural	Masculine	otwór	hole	Impersonal	-C	*
kucharzom	Dative	Plural	Masculine	kucharz	cook	Personal	-S	*
kucharzami	Instrumental	Plural	Masculine	kucharz	cook	Personal	-S	*
kucharzach	Locative	Plural	Masculine	kucharz	cook	Personal	-S	*
wynikom	Dative	Plural	Masculine	wynik	score	Impersonal	-C	*
wyników	Genitive	Plural	Masculine	wynik	score	Impersonal	-C	*
wynikami	Instrumental	Plural	Masculine	wynik	score	Impersonal	-C	*
wynikach	Locative	Plural	Masculine	wynik	score	Impersonal	-C	*
żołnierzom	Dative	Plural	Masculine	żołnierz	soldier	Personal	-S	*
żołnierzami	Instrumental	Plural	Masculine	żołnierz	soldier	Personal	-S	*
żołnierzach	Locative	Plural	Masculine	żołnierz	soldier	Personal	-S	*
sukcesom	Dative	Plural	Masculine	sukces	success	Impersonal	-C	*
sukcesów	Genitive	Plural	Masculine	sukces	success	Impersonal	-C	*
sukcesami	Instrumental	Plural	Masculine	sukces	success	Impersonal	-C	*
sukcesach	Locative	Plural	Masculine	sukces	success	Impersonal	-C	*
idiotom	Dative	Plural	Masculine	idiota	idiot	Personal	-a	*
biologom	Dative	Plural	Masculine	biolog	biologist	Personal	-C	*
bogom	Dative	Plural	Masculine	bóg	god	Personal	-C	*
bokserom	Dative	Plural	Masculine	bokser	boxer	Personal	-C	*
czujnikom	Dative	Plural	Masculine	czujnik	sensor	Impersonal	-C	*
dworom	Dative	Plural	Masculine	dwór	court	Impersonal	-C	*
filtrom	Dative	Plural	Masculine	filtr	filter	Impersonal	-C	*
fizykom	Dative	Plural	Masculine	fizyk	physicist	Personal	-C	*
hangarom	Dative	Plural	Masculine	hangar	hangar	Impersonal	-C	*
helikopterom	Dative	Plural	Masculine	helikopter	helicopter	Impersonal	-C	*
kajakom	Dative	Plural	Masculine	kajak	kayak		-C	*
kierunkowskazom	Dative	Plural	Masculine	kierunkowskaz	turn signal		-C	*
lakierom	Dative	Plural	Masculine	lakier	lacquer	Impersonal	-C	*
łukom	Dative	Plural	Masculine	łuk	bow	Impersonal	-C	*
obiegom	Dative	Plural	Masculine	obieg	circuit	Impersonal	-C	*
pogrzebom	Dative	Plural	Masculine	pogrzeb	burial		-C	*
przełącznikom	Dative	Plural	Masculine	przełącznik	switch	Impersonal	-C	*
radarom	Dative	Plural	Masculine	radar	radar	Impersonal	-C	*
rygorom	Dative	Plural	Masculine	rygor	rigor	Impersonal	-C	*
serwerom	Dative	Plural	Masculine	serwer	server	Impersonal	-C	*
szpiegom	Dative	Plural	Masculine	szpieg	spy	Personal	-C	*
wymiarom	Dative	Plural	Masculine	wymiar	dimension	Impersonal	-C	*
zakładnikom	Dative	Plural	Masculine	zakładnik	hostage	Personal	-C	*
badaczom	Dative	Plural	Masculine	badacz	researcher		-S	*
piosenkarzom	Dative	Plural	Masculine	piosenkarz	singer	Personal	-S	*
idiotów	Genitive	Plural	Masculine	idiota	idiot	Personal	-a	*
biologów	Genitive	Plural	Masculine	biolog	biologist	Personal	-C	*
bogów	Genitive	Plural	Masculine	bóg	god	Personal	-C	*
bokserów	Genitive	Plural	Masculine	bokser	boxer	Personal	-C	*
czujników	Genitive	Plural	Masculine	czujnik	sensor	Impersonal	-C	*
dworów	Genitive	Plural	Masculine	dwór	court	Impersonal	-C	*
filtrów	Genitive	Plural	Masculine	filtr	filter	Impersonal	-C	*
fizyków	Genitive	Plural	Masculine	fizyk	physicist	Personal	-C	*
hangarów	Genitive	Plural	Masculine	hangar	hangar	Impersonal	-C	*
helikopterów	Genitive	Plural	Masculine	helikopter	helicopter	Impersonal	-C	*
kajaków	Genitive	Plural	Masculine	kajak	kayak	Impersonal	-C	*
kierunkowskazów	Genitive	Plural	Masculine	kierunkowskaz	turn signal	Impersonal	-C	*
lakierów	Genitive	Plural	Masculine	lakier	lacquer	Impersonal	-C	*
łuków	Genitive	Plural	Masculine	łuk	bow	Impersonal	-C	*
obiegów	Genitive	Plural	Masculine	obieg	circuit	Impersonal	-C	*
pogrzebów	Genitive	Plural	Masculine	pogrzeb	burial	Impersonal	-C	*
przełączników	Genitive	Plural	Masculine	przełącznik	switch	Impersonal	-C	*
radarów	Genitive	Plural	Masculine	radar	radar	Impersonal	-C	*
rygorów	Genitive	Plural	Masculine	rygor	rigor	Impersonal	-C	*
serwerów	Genitive	Plural	Masculine	serwer	server	Impersonal	-C	*
szpiegów	Genitive	Plural	Masculine	szpieg	spy	Personal	-C	*
wymiarów	Genitive	Plural	Masculine	wymiar	dimension	Impersonal	-C	*
zakładników	Genitive	Plural	Masculine	zakładnik	hostage	Personal	-C	*
biologami	Instrumental	Plural	Masculine	biolog	biologist	Personal	-C	*
bogami	Instrumental	Plural	Masculine	bóg	god	Personal	-C	*
bokserami	Instrumental	Plural	Masculine	bokser	boxer	Personal	-C	*
czujnikami	Instrumental	Plural	Masculine	czujnik	sensor	Impersonal	-C	*
dworami	Instrumental	Plural	Masculine	dwór	court	Impersonal	-C	*
filtrami	Instrumental	Plural	Masculine	filtr	filter	Impersonal	-C	*
fizykami	Instrumental	Plural	Masculine	fizyk	physicist	Personal	-C	*
hangarami	Instrumental	Plural	Masculine	hangar	hangar	Impersonal	-C	*
helikopterami	Instrumental	Plural	Masculine	helikopter	helicopter	Impersonal	-C	*
kajakami	Instrumental	Plural	Masculine	kajak	kayak		-C	*
kierunkowskazami	Instrumental	Plural	Masculine	kierunkowskaz	turn signal		-C	*
lakierami	Instrumental	Plural	Masculine	lakier	lacquer	Impersonal	-C	*
łukami	Instrumental	Plural	Masculine	łuk	bow	Impersonal	-C	*
obiegami	Instrumental	Plural	Masculine	obieg	circuit	Impersonal	-C	*
pogrzebami	Instrumental	Plural	Masculine	pogrzeb	burial		-C	*
przełącznikami	Instrumental	Plural	Masculine	przełącznik	switch	Impersonal	-C	*
radarami	Instrumental	Plural	Masculine	radar	radar	Impersonal	-C	*
rygorami	Instrumental	Plural	Masculine	rygor	rigor	Impersonal	-C	*
serwerami	Instrumental	Plural	Masculine	serwer	server	Impersonal	-C	*
szpiegami	Instrumental	Plural	Masculine	szpieg	spy	Personal	-C	*
wymiarami	Instrumental	Plural	Masculine	wymiar	dimension	Impersonal	-C	*
zakładnikami	Instrumental	Plural	Masculine	zakładnik	hostage	Personal	-C	*
badaczami	Instrumental	Plural	Masculine	badacz	researcher		-S	*
piosenkarzami	Instrumental	Plural	Masculine	piosenkarz	singer	Personal	-S	*
biologach	Locative	Plural	Masculine	biolog	biologist	Personal	-C	*
bogach	Locative	Plural	Masculine	bóg	god	Personal	-C	*
bokserach	Locative	Plural	Masculine	bokser	boxer	Personal	-C	*
czujnikach	Locative	Plural	Masculine	czujnik	sensor	Impersonal	-C	*
dworach	Locative	Plural	Masculine	dwór	court	Impersonal	-C	*
filtrach	Locative	Plural	Masculine	filtr	filter	Impersonal	-C	*
fizykach	Locative	Plural	Masculine	fizyk	physicist	Personal	-C	*
hangarach	Locative	Plural	Masculine	hangar	hangar	Impersonal	-C	*
helikopterach	Locative	Plural	Masculine	helikopter	helicopter	Impersonal	-C	*
kajakach	Locative	Plural	Masculine	kajak	kayak		-C	*
kierunkowskazach	Locative	Plural	Masculine	kierunkowskaz	turn signal		-C	*
lakierach	Locative	Plural	Masculine	lakier	lacquer	Impersonal	-C	*
łukach	Locative	Plural	Masculine	łuk	bow	Impersonal	-C	*
obiegach	Locative	Plural	Masculine	obieg	circuit	Impersonal	-C	*
pogrzebach	Locative	Plural	Masculine	pogrzeb	burial		-C	*
przełącznikach	Locative	Plural	Masculine	przełącznik	switch	Impersonal	-C	*
radarach	Locative	Plural	Masculine	radar	radar	Impersonal	-C	*
rygorach	Locative	Plural	Masculine	rygor	rigor	Impersonal	-C	*
serwerach	Locative	Plural	Masculine	serwer	server	Impersonal	-C	*
szpiegach	Locative	Plural	Masculine	szpieg	spy	Personal	-C	*
wymiarach	Locative	Plural	Masculine	wymiar	dimension	Impersonal	-C	*
zakładnikach	Locative	Plural	Masculine	zakładnik	hostage	Personal	-C	*
badaczach	Locative	Plural	Masculine	badacz	researcher		-S	*
piosenkarzach	Locative	Plural	Masculine	piosenkarz	singer	Personal	-S	*
rodzajom	Dative	Plural	Masculine	rodzaj	type	Impersonal	-Ś	*
odbiornikom	Dative	Plural	Masculine	odbiornik	receiver	Impersonal	-C	*
podręcznikom	Dative	Plural	Masculine	podręcznik	manual	Impersonal	-C	*
średnikom	Dative	Plural	Masculine	średnik	semicolon	Impersonal	-C	*
zbiegom	Dative	Plural	Masculine	zbieg	fugitive	Personal	-C	*
posiadaczom	Dative	Plural	Masculine	posiadacz	owner		-S	*
pryszczom	Dative	Plural	Masculine	pryszcz	pimple		-S	*
smarkaczom	Dative	Plural	Masculine	smarkacz	stripling		-S	*
śmierdzielom	Dative	Plural	Masculine	śmierdziel	skunk	Impersonal	-S	*
tłumaczom	Dative	Plural	Masculine	tłumacz	translator		-S	*
odbiorników	Genitive	Plural	Masculine	odbiornik	receiver	Impersonal	-C	*
podręczników	Genitive	Plural	Masculine	podręcznik	manual	Impersonal	-C	*
średników	Genitive	Plural	Masculine	średnik	semicolon	Impersonal	-C	*
zbiegów	Genitive	Plural	Masculine	zbieg	fugitive	Personal	-C	*
odbiornikami	Instrumental	Plural	Masculine	odbiornik	receiver	Impersonal	-C	*
podręcznikami	Instrumental	Plural	Masculine	podręcznik	manual	Impersonal	-C	*
średnikami	Instrumental	Plural	Masculine	średnik	semicolon	Impersonal	-C	*
zbiegami	Instrumental	Plural	Masculine	zbieg	fugitive	Personal	-C	*
posiadaczami	Instrumental	Plural	Masculine	posiadacz	owner		-S	*
pryszczami	Instrumental	Plural	Masculine	pryszcz	pimple		-S	*
smarkaczami	Instrumental	Plural	Masculine	smarkacz	stripling		-S	*
śmierdzielami	Instrumental	Plural	Masculine	śmierdziel	skunk	Impersonal	-S	*
tłumaczami	Instrumental	Plural	Masculine	tłumacz	translator		-S	*
odbiornikach	Locative	Plural	Masculine	odbiornik	receiver	Impersonal	-C	*
podręcznikach	Locative	Plural	Masculine	podręcznik	manual	Impersonal	-C	*
średnikach	Locative	Plural	Masculine	średnik	semicolon	Impersonal	-C	*
zbiegach	Locative	Plural	Masculine	zbieg	fugitive	Personal	-C	*
posiadaczach	Locative	Plural	Masculine	posiadacz	owner		-S	*
pryszczach	Locative	Plural	Masculine	pryszcz	pimple		-S	*
smarkaczach	Locative	Plural	Masculine	smarkacz	stripling		-S	*
śmierdzielach	Locative	Plural	Masculine	śmierdziel	skunk	Impersonal	-S	*
tłumaczach	Locative	Plural	Masculine	tłumacz	translator		-S	*
meczów	Genitive	Plural	Masculine	mecz	match	Impersonal	-S	Exception
lakiery	Nominative	Plural	Masculine	lakier	lacquer	Impersonal	-C	Exception
rodzajów	Genitive	Plural	Masculine	rodzaj	type	Impersonal	-Ś	Exception
biolodzy	Nominative	Plural	Masculine	biolog	biologist	Personal	-C	P-g
szpiedzy	Nominative	Plural	Masculine	szpieg	spy	Personal	-C	P-g
fizycy	Nominative	Plural	Masculine	fizyk	physicist	Personal	-C	P-k
zakładnicy	Nominative	Plural	Masculine	zakładnik	hostage	Personal	-C	P-k
bokserzy	Nominative	Plural	Masculine	bokser	boxer	Personal	-C	P-r
książąt	Accusative	Plural	Masculine	książę	prince	Personal	-ę	P: -ę
graczy	Accusative	Plural	Masculine	gracz	player	Personal	-S	P: -S
geniuszy	Accusative	Plural	Masculine	geniusz	genius	Personal	-S	P: -S
kucharzy	Accusative	Plural	Masculine	kucharz	cook	Personal	-S	P: -S
żołnierzy	Accusative	Plural	Masculine	żołnierz	soldier	Personal	-S	P: -S
badaczy	Accusative	Plural	Masculine	badacz	researcher	Personal	-S	P: -S
piosenkarzy	Accusative	Plural	Masculine	piosenkarz	singer	Personal	-S	P: -S
posiadaczy	Accusative	Plural	Masculine	posiadacz	owner	Personal	-S	P: -S
smarkaczy	Accusative	Plural	Masculine	smarkacz	stripling	Personal	-S	P: -S
tłumaczy	Accusative	Plural	Masculine	tłumacz	translator	Personal	-S	P: -S
idiotów	Accusative	Plural	Masculine	idiota	idiot	Personal	-a	P: *
biologów	Accusative	Plural	Masculine	biolog	biologist	Personal	-C	P: *
bogów	Accusative	Plural	Masculine	bóg	god	Personal	-C	P: *
bokserów	Accusative	Plural	Masculine	bokser	boxer	Personal	-C	P: *
fizyków	Accusative	Plural	Masculine	fizyk	physicist	Personal	-C	P: *
szpiegów	Accusative	Plural	Masculine	szpieg	spy	Personal	-C	P: *
zakładników	Accusative	Plural	Masculine	zakładnik	hostage	Personal	-C	P: *
zbiegów	Accusative	Plural	Masculine	zbieg	fugitive	Personal	-C	P: *
porty	Nominative	Plural	Masculine	port	port	Impersonal	-C	Ᵽ-C
obiekty	Nominative	Plural	Masculine	obiekt	object	Impersonal	-C	Ᵽ-C
rozmiary	Nominative	Plural	Masculine	rozmiar	size	Impersonal	-C	Ᵽ-C
otwory	Nominative	Plural	Masculine	otwór	hole	Impersonal	-C	Ᵽ-C
sukcesy	Nominative	Plural	Masculine	sukces	success	Impersonal	-C	Ᵽ-C
dwory	Nominative	Plural	Masculine	dwór	court	Impersonal	-C	Ᵽ-C
filtry	Nominative	Plural	Masculine	filtr	filter	Impersonal	-C	Ᵽ-C
hangary	Nominative	Plural	Masculine	hangar	hangar	Impersonal	-C	Ᵽ-C
helikoptery	Nominative	Plural	Masculine	helikopter	helicopter	Impersonal	-C	Ᵽ-C
kierunkowskazy	Nominative	Plural	Masculine	kierunkowskaz	turn signal	Impersonal	-C	Ᵽ-C
pogrzeby	Nominative	Plural	Masculine	pogrzeb	burial	Impersonal	-C	Ᵽ-C
radary	Nominative	Plural	Masculine	radar	radar	Impersonal	-C	Ᵽ-C
rygory	Nominative	Plural	Masculine	rygor	rigor	Impersonal	-C	Ᵽ-C
serwery	Nominative	Plural	Masculine	serwer	server	Impersonal	-C	Ᵽ-C
wymiary	Nominative	Plural	Masculine	wymiar	dimension	Impersonal	-C	Ᵽ-C
obiegi	Nominative	Plural	Masculine	obieg	circuit	Impersonal	-C	Ᵽ-g
silniki	Nominative	Plural	Masculine	silnik	engine	Impersonal	-C	Ᵽ-k
wyniki	Nominative	Plural	Masculine	wynik	score	Impersonal	-C	Ᵽ-k
czujniki	Nominative	Plural	Masculine	czujnik	sensor	Impersonal	-C	Ᵽ-k
kajaki	Nominative	Plural	Masculine	kajak	kayak	Impersonal	-C	Ᵽ-k
łuki	Nominative	Plural	Masculine	łuk	bow	Impersonal	-C	Ᵽ-k
przełączniki	Nominative	Plural	Masculine	przełącznik	switch	Impersonal	-C	Ᵽ-k
odbiorniki	Nominative	Plural	Masculine	odbiornik	receiver	Impersonal	-C	Ᵽ-k
podręczniki	Nominative	Plural	Masculine	podręcznik	manual	Impersonal	-C	Ᵽ-k
średniki	Nominative	Plural	Masculine	średnik	semicolon	Impersonal	-C	Ᵽ-k
porty	Accusative	Plural	Masculine	port	port	Impersonal	-C	Ᵽ: -C
obiekty	Accusative	Plural	Masculine	obiekt	object	Impersonal	-C	Ᵽ: -C
rozmiary	Accusative	Plural	Masculine	rozmiar	size	Impersonal	-C	Ᵽ: -C
otwory	Accusative	Plural	Masculine	otwór	hole	Impersonal	-C	Ᵽ: -C
sukcesy	Accusative	Plural	Masculine	sukces	success	Impersonal	-C	Ᵽ: -C
dwory	Accusative	Plural	Masculine	dwór	court	Impersonal	-C	Ᵽ: -C
filtry	Accusative	Plural	Masculine	filtr	filter	Impersonal	-C	Ᵽ: -C
hangary	Accusative	Plural	Masculine	hangar	hangar	Impersonal	-C	Ᵽ: -C
helikoptery	Accusative	Plural	Masculine	helikopter	helicopter	Impersonal	-C	Ᵽ: -C
kierunkowskazy	Accusative	Plural	Masculine	kierunkowskaz	turn signal	Impersonal	-C	Ᵽ: -C
lakiery	Accusative	Plural	Masculine	lakier	lacquer	Impersonal	-C	Ᵽ: -C
pogrzeby	Accusative	Plural	Masculine	pogrzeb	burial	Impersonal	-C	Ᵽ: -C
radary	Accusative	Plural	Masculine	radar	radar	Impersonal	-C	Ᵽ: -C
rygory	Accusative	Plural	Masculine	rygor	rigor	Impersonal	-C	Ᵽ: -C
serwery	Accusative	Plural	Masculine	serwer	server	Impersonal	-C	Ᵽ: -C
wymiary	Accusative	Plural	Masculine	wymiar	dimension	Impersonal	-C	Ᵽ: -C
obiegi	Accusative	Plural	Masculine	obieg	circuit	Impersonal	-C	Ᵽ: -g
silniki	Accusative	Plural	Masculine	silnik	engine	Impersonal	-C	Ᵽ: -k
wyniki	Accusative	Plural	Masculine	wynik	score	Impersonal	-C	Ᵽ: -k
czujniki	Accusative	Plural	Masculine	czujnik	sensor	Impersonal	-C	Ᵽ: -k
kajaki	Accusative	Plural	Masculine	kajak	kayak	Impersonal	-C	Ᵽ: -k
łuki	Accusative	Plural	Masculine	łuk	bow	Impersonal	-C	Ᵽ: -k
przełączniki	Accusative	Plural	Masculine	przełącznik	switch	Impersonal	-C	Ᵽ: -k
odbiorniki	Accusative	Plural	Masculine	odbiornik	receiver	Impersonal	-C	Ᵽ: -k
podręczniki	Accusative	Plural	Masculine	podręcznik	manual	Impersonal	-C	Ᵽ: -k
średniki	Accusative	Plural	Masculine	średnik	semicolon	Impersonal	-C	Ᵽ: -k
odkurzacze	Accusative	Plural	Masculine	odkurzacz	vacuum cleaner	Impersonal	-S	Ᵽ: -S
mecze	Accusative	Plural	Masculine	mecz	match	Impersonal	-S	Ᵽ: -S
pryszcze	Accusative	Plural	Masculine	pryszcz	pimple	Impersonal	-S	Ᵽ: -S
śmierdziele	Accusative	Plural	Masculine	śmierdziel	skunk	Impersonal	-S	Ᵽ: -S
rodzaje	Accusative	Plural	Masculine	rodzaj	type	Impersonal	-Ś	Ᵽ: -Ś
bogowie	Nominative	Plural	Masculine	bóg	god	Personal	-C	α-C (status)
zbiegowie	Nominative	Plural	Masculine	zbieg	fugitive	Personal	-C	α-C (status)
księciem	Instrumental	Singular	Masculine	książę	prince		-ę	-ę
księciu	Locative	Singular	Masculine	książę	prince		-ę	-ę
krasnoludkowi	Dative	Singular	Masculine	krasnoludek	dwarf	Impersonal	-ek	-ek
parobkowi	Dative	Singular	Masculine	parobek	farmer	Personal	-ek	-ek
pojedynkowi	Dative	Singular	Masculine	pojedynek	duel	Impersonal	-ek	-ek
pyłkowi	Dative	Singular	Masculine	pyłek	pollen	Impersonal	-ek	-ek
skutkowi	Dative	Singular	Masculine	skutek	result	Impersonal	-ek	-ek
środkowi	Dative	Singular	Masculine	środek	center	Impersonal	-ek	-ek
wynalazkowi	Dative	Singular	Masculine	wynalazek	invention	Impersonal	-ek	-ek
wysiłkowi	Dative	Singular	Masculine	wysiłek	effort	Impersonal	-ek	-ek
krasnoludkiem	Instrumental	Singular	Masculine	krasnoludek	dwarf	Impersonal	-ek	-ek
parobkiem	Instrumental	Singular	Masculine	parobek	farmer	Personal	-ek	-ek
pojedynkiem	Instrumental	Singular	Masculine	pojedynek	duel	Impersonal	-ek	-ek
pyłkiem	Instrumental	Singular	Masculine	pyłek	pollen	Impersonal	-ek	-ek
skutkiem	Instrumental	Singular	Masculine	skutek	result	Impersonal	-ek	-ek
środkiem	Instrumental	Singular	Masculine	środek	center	Impersonal	-ek	-ek
wynalazkiem	Instrumental	Singular	Masculine	wynalazek	invention	Impersonal	-ek	-ek
wysiłkiem	Instrumental	Singular	Masculine	wysiłek	effort	Impersonal	-ek	-ek
krasnoludku	Locative	Singular	Masculine	krasnoludek	dwarf	Impersonal	-ek	-ek
parobku	Locative	Singular	Masculine	parobek	farmer	Personal	-ek	-ek
pojedynku	Locative	Singular	Masculine	pojedynek	duel	Impersonal	-ek	-ek
pyłku	Locative	Singular	Masculine	pyłek	pollen	Impersonal	-ek	-ek
skutku	Locative	Singular	Masculine	skutek	result	Impersonal	-ek	-ek
środku	Locative	Singular	Masculine	środek	center	Impersonal	-ek	-ek
wynalazku	Locative	Singular	Masculine	wynalazek	invention	Impersonal	-ek	-ek
wysiłku	Locative	Singular	Masculine	wysiłek	effort	Impersonal	-ek	-ek
przodkowi	Dative	Singular	Masculine	przodek	ancestor	Personal	-ek	-ek
świadkowi	Dative	Singular	Masculine	świadek	witness	Personal	-ek	-ek
występkowi	Dative	Singular	Masculine	występek	vice	Impersonal	-ek	-ek
zarodkowi	Dative	Singular	Masculine	zarodek	embryo	Impersonal	-ek	-ek
przodkiem	Instrumental	Singular	Masculine	przodek	ancestor	Personal	-ek	-ek
świadkiem	Instrumental	Singular	Masculine	świadek	witness	Personal	-ek	-ek
występkiem	Instrumental	Singular	Masculine	występek	vice	Impersonal	-ek	-ek
zarodkiem	Instrumental	Singular	Masculine	zarodek	embryo	Impersonal	-ek	-ek
przodku	Locative	Singular	Masculine	przodek	ancestor	Personal	-ek	-ek
świadku	Locative	Singular	Masculine	świadek	witness	Personal	-ek	-ek
występku	Locative	Singular	Masculine	występek	vice	Impersonal	-ek	-ek
zarodku	Locative	Singular	Masculine	zarodek	embryo	Impersonal	-ek	-ek
porcie	Locative	Singular	Masculine	port	port	Impersonal	-C	-t
obiekcie	Locative	Singular	Masculine	obiekt	object	Impersonal	-C	-t
księcia	Accusative	Singular	Masculine	książę	prince	Personal	-ę	-V: -ę
księciu	Dative	Singular	Masculine	książę	prince		-ę	-V: -ę
księcia	Genitive	Singular	Masculine	książę	prince		-ę	-V: -ę
uczniowi	Dative	Singular	Masculine	uczeń	pupil	Impersonal	-zeń	-zeń
uczniem	Instrumental	Singular	Masculine	uczeń	pupil	Impersonal	-zeń	-zeń
krasnoludka	Accusative	Singular	Masculine	krasnoludek	dwarf	Impersonal	-ek	A -ek
parobka	Accusative	Singular	Masculine	parobek	farmer	Personal	-ek	A -ek
przodka	Accusative	Singular	Masculine	przodek	ancestor	Personal	-ek	A -ek
świadka	Accusative	Singular	Masculine	świadek	witness	Personal	-ek	A -ek
ucznia	Accusative	Singular	Masculine	uczeń	pupil	Impersonal	-zeń	A -Ś
krasnoludka	Genitive	Singular	Masculine	krasnoludek	dwarf	Impersonal	-ek	A-ek
parobka	Genitive	Singular	Masculine	parobek	farmer	Personal	-ek	A-ek
przodka	Genitive	Singular	Masculine	przodek	ancestor	Personal	-ek	A-ek
świadka	Genitive	Singular	Masculine	świadek	witness	Personal	-ek	A-ek
zarodka	Genitive	Singular	Masculine	zarodek	embryo	Impersonal	-ek	A-ek
ucznia	Genitive	Singular	Masculine	uczeń	pupil	Personal	-zeń	A-eń
pojedynku	Genitive	Singular	Masculine	pojedynek	duel	Impersonal	-ek	Ⱥ-ek
pyłku	Genitive	Singular	Masculine	pyłek	pollen	Impersonal	-ek	Ⱥ-ek
skutku	Genitive	Singular	Masculine	skutek	result	Impersonal	-ek	Ⱥ-ek
wynalazku	Genitive	Singular	Masculine	wynalazek	invention	Impersonal	-ek	Ⱥ-ek
wysiłku	Genitive	Singular	Masculine	wysiłek	effort	Impersonal	-ek	Ⱥ-ek
występku	Genitive	Singular	Masculine	występek	vice	Impersonal	-ek	Ⱥ-ek
uczniu	Locative	Singular	Masculine	uczeń	pupil	Impersonal	-zeń	Exception
środka	Genitive	Singular	Masculine	środek	center	Impersonal	-ek	α-ek (place)
książętom	Dative	Plural	Masculine	książę	prince		-ę	-ę
książętami	Instrumental	Plural	Masculine	książę	prince		-ę	-ę
krasnoludkom	Dative	Plural	Masculine	krasnoludek	dwarf	Impersonal	-ek	-ek
parobkom	Dative	Plural	Masculine	parobek	farmer	Personal	-ek	-ek
pojedynkom	Dative	Plural	Masculine	pojedynek	duel	Impersonal	-ek	-ek
pyłkom	Dative	Plural	Masculine	pyłek	pollen	Impersonal	-ek	-ek
skutkom	Dative	Plural	Masculine	skutek	result	Impersonal	-ek	-ek
środkom	Dative	Plural	Masculine	środek	center	Impersonal	-ek	-ek
wynalazkom	Dative	Plural	Masculine	wynalazek	invention	Impersonal	-ek	-ek
wysiłkom	Dative	Plural	Masculine	wysiłek	effort	Impersonal	-ek	-ek
krasnoludków	Genitive	Plural	Masculine	krasnoludek	dwarf	Impersonal	-ek	-ek
parobków	Genitive	Plural	Masculine	parobek	farmer	Personal	-ek	-ek
pojedynków	Genitive	Plural	Masculine	pojedynek	duel	Impersonal	-ek	-ek
pyłków	Genitive	Plural	Masculine	pyłek	pollen	Impersonal	-ek	-ek
skutków	Genitive	Plural	Masculine	skutek	result	Impersonal	-ek	-ek
